Tag ID;Student ID;Class;Notes;
2086295494;22;6-B;Öğrenci;
3917110870;254;6-B;Öğrenci;
3918994822;224;6-B;Öğrenci;
2089728102;563;6-D;Öğrenci;
2090883654;950;6-B;Öğrenci;
3927889206;255;6-B;Öğrenci;
2082994454;233;6-B;Öğrenci;
3924582726;1160;6-B;Öğrenci;
3918002230;239;6-B;Öğrenci;
3917101894;235;6-B;Öğrenci;
3928461158;1177;6-B;Öğrenci;
2083277350;972;6-B;Öğrenci;
2084059958;748;6-B;Öğrenci;
3919203206;299;6-C;Öğrenci;
2090010390;584;6-D;Öğrenci;
3914721222;626;6-D;Öğrenci;
3917727494;590;6-D;Öğrenci;
2083097334;535;6-D;Öğrenci;
3914619654;606;6-D;Öğrenci;
2086208518;253;6-B;Öğrenci;
2088871350;246;6-B;Öğrenci;
3926035142;864;6-D;Öğrenci;
2088709862;570;6-D;Öğrenci;
3926846790;1153;6-D;Öğrenci;
2088072646;1062;6-B;Öğrenci;
3918307414;883;6-B;Öğrenci;
2089411446;942;6-B;Öğrenci;
3918432038;202;6-B;Öğrenci;
3915346854;843;6-D;Öğrenci;
3926493462;158;6-A;Öğrenci;
3926135190;101;6-C;Öğrenci;
3913580054;822;6-D;Öğrenci;
3914622886;528;6-D;Öğrenci;
3926081782;1175;6-B;Öğrenci;
3913843414;249;6-B;Öğrenci;
2082790166;952;6-B;Öğrenci;
2085149494;409;6-B;Öğrenci;
3925933190;;;Öğrenci;
3925969558;568;6-B;Öğrenci;
3928140134;395;6-A;Öğrenci;
3914551702;280;6-C;Öğrenci;
3917419030;121;6-C;Öğrenci;
3914633350;290;6-C;Öğrenci;
2090921382;;;;
3919181686;1108;6-A;Öğrenci;
3926226934;203;6-B;Öğrenci;
2089000262;242;6-B;Öğrenci;
2084923686;3044;6-A;Öğrenci;
3925098630;453;6-A;Öğrenci;
2090020774;1209;6-E;Öğrenci;
3914650614;1222;6-E;Öğrenci;
3914649654;937;6-B;Öğrenci;
3930127990;;6-B;Öğrenci;
3914622966;1211;6-E;Öğrenci;
3915457110;646;6-C;Öğrenci;
2090167414;276;6-C;Öğrenci;
3913904214;270;6-C;Öğrenci;
3918636182;272;6-C;Öğrenci;
2081766326;632;6-C;Öğrenci;
3914634406;784;6-E;Öğrenci;
2084704742;775;6-E;Öğrenci;
3917653702;1029;6-E;Öğrenci;
3912546342;478;6-C;Öğrenci;
2089713014;436;6-A;Öğrenci;
3919207382;262;6-C;Öğrenci;
2089175942;487;6-C;Öğrenci;
2083409094;1186;6-C;Öğrenci;
3917066694;488;6-C;Öğrenci;
3918199446;319;6-C;Öğrenci;
3924534422;572;6-E;Öğrenci;
3916128470;1028;6-E;Öğrenci;
2083311238;816;6-E;Öğrenci;
2090798038;1006;6-E;Öğrenci;
3926918886;1008;6-E;Öğrenci;
2086426022;792;6-E;Öğrenci;
2089797334;687;6-E;Öğrenci;
3924268790;927;6-E;Öğrenci;
2082058134;1067;6-E;Öğrenci;
3913948374;659;6-E;Öğrenci;
2089726886;650;6-E;Öğrenci;
3916124390;674;6-E;Öğrenci;
3917522054;1203;6-E;Öğrenci;
3914056246;969;6-E;Öğrenci;
3914144118;1033;6-E;Öğrenci;
3924279830;483;;Öğrenci;
3926271670;274;6-C;Öğrenci;
2085878678;Stat. Kapı;;Stationary;
3924878342;1212;6-E;Öğrenci;
2089175814;284;6-C;Öğrenci;
2084235910;139;6-E;Öğrenci;
3913079238;Stat. 6-E;;Stationary;
3924446406;683;6-E;Öğrenci;
3916074870;161;6-E;Öğrenci;
3917699206;153;6-C;Öğrenci;
2089956438;1214;6-E;Öğrenci;
3924447462;736;6-E;Öğrenci;
2089032998;500;6-E;Öğrenci;
3926790918;721;6-E;Öğrenci;
2090706566;474;6-C;Öğrenci;
3926978230;192;6-C;Öğrenci;
3916282230;629;6-C;Öğrenci;
3915407974;801;6-E;Öğrenci;
3926223654;758;6-E;Öğrenci;
3914055382;211;6-C;Öğrenci;
